mix_path,voice_path,noise_path,duration
train\mix\200f2a48fd1b4fa49900362e809c6538\mix.wav,train\source\200f2a48fd1b4fa49900362e809c6538\1.wav,train\source\200f2a48fd1b4fa49900362e809c6538\2.wav,15.0
train\mix\20bf19a62aaf4982bc430f6b12a8af8d\mix.wav,train\source\20bf19a62aaf4982bc430f6b12a8af8d\1.wav,train\source\20bf19a62aaf4982bc430f6b12a8af8d\2.wav,15.0
train\mix\20c338f644d34a919258eb92b40827c4\mix.wav,train\source\20c338f644d34a919258eb92b40827c4\1.wav,train\source\20c338f644d34a919258eb92b40827c4\2.wav,15.0
train\mix\2103f294ae0c438b88218b8a1bb0cdb0\mix.wav,train\source\2103f294ae0c438b88218b8a1bb0cdb0\1.wav,train\source\2103f294ae0c438b88218b8a1bb0cdb0\2.wav,15.0
train\mix\212693f9899940b59c8cf7b2d3d0725d\mix.wav,train\source\212693f9899940b59c8cf7b2d3d0725d\1.wav,train\source\212693f9899940b59c8cf7b2d3d0725d\2.wav,15.0
train\mix\21354176d2c345f9ad46ff6436ae5e3f\mix.wav,train\source\21354176d2c345f9ad46ff6436ae5e3f\1.wav,train\source\21354176d2c345f9ad46ff6436ae5e3f\2.wav,15.0
train\mix\214216f3bbc146a0ae72f90ccce416b6\mix.wav,train\source\214216f3bbc146a0ae72f90ccce416b6\1.wav,train\source\214216f3bbc146a0ae72f90ccce416b6\2.wav,15.0
train\mix\2161723a20b84924b85ed06cbd897502\mix.wav,train\source\2161723a20b84924b85ed06cbd897502\1.wav,train\source\2161723a20b84924b85ed06cbd897502\2.wav,15.0
train\mix\216be62994304750bd94822d6df93ae7\mix.wav,train\source\216be62994304750bd94822d6df93ae7\1.wav,train\source\216be62994304750bd94822d6df93ae7\2.wav,15.0
train\mix\22002a9d51ac42afb6019ebfd789d929\mix.wav,train\source\22002a9d51ac42afb6019ebfd789d929\1.wav,train\source\22002a9d51ac42afb6019ebfd789d929\2.wav,15.0
train\mix\2228b51a7a68483eaeef283a5cf681b9\mix.wav,train\source\2228b51a7a68483eaeef283a5cf681b9\1.wav,train\source\2228b51a7a68483eaeef283a5cf681b9\2.wav,15.0
train\mix\22488ce00cd6422c84533388cac6accf\mix.wav,train\source\22488ce00cd6422c84533388cac6accf\1.wav,train\source\22488ce00cd6422c84533388cac6accf\2.wav,15.0
train\mix\22561f218ced460f8eee1440b7706714\mix.wav,train\source\22561f218ced460f8eee1440b7706714\1.wav,train\source\22561f218ced460f8eee1440b7706714\2.wav,15.0
train\mix\2259d3eaf32a4b83822ef09dbd86b117\mix.wav,train\source\2259d3eaf32a4b83822ef09dbd86b117\1.wav,train\source\2259d3eaf32a4b83822ef09dbd86b117\2.wav,15.0
train\mix\22f2c7bc4b854fdaadbef41b1f26e6bf\mix.wav,train\source\22f2c7bc4b854fdaadbef41b1f26e6bf\1.wav,train\source\22f2c7bc4b854fdaadbef41b1f26e6bf\2.wav,15.0
train\mix\2331f8d9c12848b6be845d20afc5a640\mix.wav,train\source\2331f8d9c12848b6be845d20afc5a640\1.wav,train\source\2331f8d9c12848b6be845d20afc5a640\2.wav,15.0
train\mix\2338cdfff8c94b689cbc4cbf860fbb35\mix.wav,train\source\2338cdfff8c94b689cbc4cbf860fbb35\1.wav,train\source\2338cdfff8c94b689cbc4cbf860fbb35\2.wav,15.0
train\mix\23b7329708ab4dc2a1f2507d35e1e5ff\mix.wav,train\source\23b7329708ab4dc2a1f2507d35e1e5ff\1.wav,train\source\23b7329708ab4dc2a1f2507d35e1e5ff\2.wav,15.0
train\mix\23c6ae43bcce4fbabea231d632fecff4\mix.wav,train\source\23c6ae43bcce4fbabea231d632fecff4\1.wav,train\source\23c6ae43bcce4fbabea231d632fecff4\2.wav,15.0
train\mix\23f4aab2f3464e6087110b25e8dcab83\mix.wav,train\source\23f4aab2f3464e6087110b25e8dcab83\1.wav,train\source\23f4aab2f3464e6087110b25e8dcab83\2.wav,15.0
train\mix\24b750b6b482484cb7ebb30b415ab0e4\mix.wav,train\source\24b750b6b482484cb7ebb30b415ab0e4\1.wav,train\source\24b750b6b482484cb7ebb30b415ab0e4\2.wav,15.0
train\mix\24ed37f013bd413984601baea072263f\mix.wav,train\source\24ed37f013bd413984601baea072263f\1.wav,train\source\24ed37f013bd413984601baea072263f\2.wav,15.0
train\mix\2576a54478b94e33abebe734d4b3bef7\mix.wav,train\source\2576a54478b94e33abebe734d4b3bef7\1.wav,train\source\2576a54478b94e33abebe734d4b3bef7\2.wav,15.0
train\mix\25bb6f0e37fe4e388bd7518b74452cee\mix.wav,train\source\25bb6f0e37fe4e388bd7518b74452cee\1.wav,train\source\25bb6f0e37fe4e388bd7518b74452cee\2.wav,15.0
train\mix\25f59b5c186042678c42fcb21bac09f1\mix.wav,train\source\25f59b5c186042678c42fcb21bac09f1\1.wav,train\source\25f59b5c186042678c42fcb21bac09f1\2.wav,15.0
train\mix\25f99609a3ef41f284dca7d3c438cb27\mix.wav,train\source\25f99609a3ef41f284dca7d3c438cb27\1.wav,train\source\25f99609a3ef41f284dca7d3c438cb27\2.wav,15.0
train\mix\26251fdc5a04491985de2009dc148c08\mix.wav,train\source\26251fdc5a04491985de2009dc148c08\1.wav,train\source\26251fdc5a04491985de2009dc148c08\2.wav,15.0
train\mix\270b36f7b402416f9ae90e78d0db4828\mix.wav,train\source\270b36f7b402416f9ae90e78d0db4828\1.wav,train\source\270b36f7b402416f9ae90e78d0db4828\2.wav,15.0
train\mix\272543a4436848f99a14920fde48716a\mix.wav,train\source\272543a4436848f99a14920fde48716a\1.wav,train\source\272543a4436848f99a14920fde48716a\2.wav,15.0
train\mix\2731da7ca370476c87105dfb9a121911\mix.wav,train\source\2731da7ca370476c87105dfb9a121911\1.wav,train\source\2731da7ca370476c87105dfb9a121911\2.wav,15.0
train\mix\27442f8bd65a482cb3e00a80937bee6e\mix.wav,train\source\27442f8bd65a482cb3e00a80937bee6e\1.wav,train\source\27442f8bd65a482cb3e00a80937bee6e\2.wav,15.0
train\mix\2787980f18414c35a5fc58967e77c79e\mix.wav,train\source\2787980f18414c35a5fc58967e77c79e\1.wav,train\source\2787980f18414c35a5fc58967e77c79e\2.wav,15.0
train\mix\27a4b8729db4464c9985807a943a7b40\mix.wav,train\source\27a4b8729db4464c9985807a943a7b40\1.wav,train\source\27a4b8729db4464c9985807a943a7b40\2.wav,15.0
train\mix\27df2a5534e541f39464b9d9ae504bfa\mix.wav,train\source\27df2a5534e541f39464b9d9ae504bfa\1.wav,train\source\27df2a5534e541f39464b9d9ae504bfa\2.wav,15.0
train\mix\28801d925fe04a729a9e435e46f5b78f\mix.wav,train\source\28801d925fe04a729a9e435e46f5b78f\1.wav,train\source\28801d925fe04a729a9e435e46f5b78f\2.wav,15.0
train\mix\2886218f19a24620ab9e41bca3013a31\mix.wav,train\source\2886218f19a24620ab9e41bca3013a31\1.wav,train\source\2886218f19a24620ab9e41bca3013a31\2.wav,15.0
train\mix\289bbfa0cdad4ea79ba365ca8de27854\mix.wav,train\source\289bbfa0cdad4ea79ba365ca8de27854\1.wav,train\source\289bbfa0cdad4ea79ba365ca8de27854\2.wav,15.0
train\mix\28f30bb816c44b57b9d980d60792ec02\mix.wav,train\source\28f30bb816c44b57b9d980d60792ec02\1.wav,train\source\28f30bb816c44b57b9d980d60792ec02\2.wav,15.0
train\mix\291594593d2b4a808c9698cf4b515af9\mix.wav,train\source\291594593d2b4a808c9698cf4b515af9\1.wav,train\source\291594593d2b4a808c9698cf4b515af9\2.wav,15.0
train\mix\2939e7bf5f58488aaa7a21e0531a66b6\mix.wav,train\source\2939e7bf5f58488aaa7a21e0531a66b6\1.wav,train\source\2939e7bf5f58488aaa7a21e0531a66b6\2.wav,15.0
train\mix\29dc8db1c9c549a1b9d8ed6c58076b74\mix.wav,train\source\29dc8db1c9c549a1b9d8ed6c58076b74\1.wav,train\source\29dc8db1c9c549a1b9d8ed6c58076b74\2.wav,15.0
train\mix\29eb0d05a8284ef98d152326216e4e8a\mix.wav,train\source\29eb0d05a8284ef98d152326216e4e8a\1.wav,train\source\29eb0d05a8284ef98d152326216e4e8a\2.wav,15.0
train\mix\2a0814188491402aae98f6b53420a5dc\mix.wav,train\source\2a0814188491402aae98f6b53420a5dc\1.wav,train\source\2a0814188491402aae98f6b53420a5dc\2.wav,15.0
train\mix\2a2df60b3a8242d5bcb32b1c76727246\mix.wav,train\source\2a2df60b3a8242d5bcb32b1c76727246\1.wav,train\source\2a2df60b3a8242d5bcb32b1c76727246\2.wav,15.0
train\mix\2a4ed9f8a566410c9cec52f8523c28ad\mix.wav,train\source\2a4ed9f8a566410c9cec52f8523c28ad\1.wav,train\source\2a4ed9f8a566410c9cec52f8523c28ad\2.wav,15.0
train\mix\2a99353f3c374d8e8fa4a25f6ca8a63a\mix.wav,train\source\2a99353f3c374d8e8fa4a25f6ca8a63a\1.wav,train\source\2a99353f3c374d8e8fa4a25f6ca8a63a\2.wav,15.0
train\mix\2ab36a54559f4dbdadb7a1d7fed68b52\mix.wav,train\source\2ab36a54559f4dbdadb7a1d7fed68b52\1.wav,train\source\2ab36a54559f4dbdadb7a1d7fed68b52\2.wav,15.0
train\mix\2ae7dcbd6dfb4d2fa1c3e7b1a512fc50\mix.wav,train\source\2ae7dcbd6dfb4d2fa1c3e7b1a512fc50\1.wav,train\source\2ae7dcbd6dfb4d2fa1c3e7b1a512fc50\2.wav,15.0
train\mix\2b0520d59354437695b88616d1c6383d\mix.wav,train\source\2b0520d59354437695b88616d1c6383d\1.wav,train\source\2b0520d59354437695b88616d1c6383d\2.wav,15.0
train\mix\2b6d908c29904121bcfb0669e8f0ec29\mix.wav,train\source\2b6d908c29904121bcfb0669e8f0ec29\1.wav,train\source\2b6d908c29904121bcfb0669e8f0ec29\2.wav,15.0
train\mix\2c77a0f513ac4ac39460812d7a6ee7bd\mix.wav,train\source\2c77a0f513ac4ac39460812d7a6ee7bd\1.wav,train\source\2c77a0f513ac4ac39460812d7a6ee7bd\2.wav,15.0
train\mix\2cdc1980178f4c96a68219dc1fe28775\mix.wav,train\source\2cdc1980178f4c96a68219dc1fe28775\1.wav,train\source\2cdc1980178f4c96a68219dc1fe28775\2.wav,15.0
train\mix\2cdcc31732aa4cee81dc02e21f348d1d\mix.wav,train\source\2cdcc31732aa4cee81dc02e21f348d1d\1.wav,train\source\2cdcc31732aa4cee81dc02e21f348d1d\2.wav,15.0
train\mix\2d0fd97d3a6d4f3a8192dcdddfb4ae52\mix.wav,train\source\2d0fd97d3a6d4f3a8192dcdddfb4ae52\1.wav,train\source\2d0fd97d3a6d4f3a8192dcdddfb4ae52\2.wav,15.0
train\mix\2d92d14d84604c67924d4120760f577c\mix.wav,train\source\2d92d14d84604c67924d4120760f577c\1.wav,train\source\2d92d14d84604c67924d4120760f577c\2.wav,15.0
train\mix\2e208045776c4adab8d3e72b985e70b0\mix.wav,train\source\2e208045776c4adab8d3e72b985e70b0\1.wav,train\source\2e208045776c4adab8d3e72b985e70b0\2.wav,15.0
train\mix\2e29e1ca03d6483e98acbd9e9007faa4\mix.wav,train\source\2e29e1ca03d6483e98acbd9e9007faa4\1.wav,train\source\2e29e1ca03d6483e98acbd9e9007faa4\2.wav,15.0
train\mix\2e6edc753f52469393bc6d6154db9ee8\mix.wav,train\source\2e6edc753f52469393bc6d6154db9ee8\1.wav,train\source\2e6edc753f52469393bc6d6154db9ee8\2.wav,15.0
train\mix\2ed05ad8c7a84ec2b2700fb1b6e7c232\mix.wav,train\source\2ed05ad8c7a84ec2b2700fb1b6e7c232\1.wav,train\source\2ed05ad8c7a84ec2b2700fb1b6e7c232\2.wav,15.0
train\mix\2ed8d242409d4771bb9f63b6f3aac86f\mix.wav,train\source\2ed8d242409d4771bb9f63b6f3aac86f\1.wav,train\source\2ed8d242409d4771bb9f63b6f3aac86f\2.wav,15.0
train\mix\2f345055868d48a292bac4a36b37bdc8\mix.wav,train\source\2f345055868d48a292bac4a36b37bdc8\1.wav,train\source\2f345055868d48a292bac4a36b37bdc8\2.wav,15.0
train\mix\2f6c099072a440188b89816af262f63a\mix.wav,train\source\2f6c099072a440188b89816af262f63a\1.wav,train\source\2f6c099072a440188b89816af262f63a\2.wav,15.0
train\mix\2fb349c1eec14981978d1fa17ed5ac78\mix.wav,train\source\2fb349c1eec14981978d1fa17ed5ac78\1.wav,train\source\2fb349c1eec14981978d1fa17ed5ac78\2.wav,15.0
train\mix\301521a1d79345e5a7290562df0ba601\mix.wav,train\source\301521a1d79345e5a7290562df0ba601\1.wav,train\source\301521a1d79345e5a7290562df0ba601\2.wav,15.0
train\mix\302deca7e63c4d38a77d453d061e8ddf\mix.wav,train\source\302deca7e63c4d38a77d453d061e8ddf\1.wav,train\source\302deca7e63c4d38a77d453d061e8ddf\2.wav,15.0
train\mix\303a7d99d0074dcd9faf1f55b6a980bc\mix.wav,train\source\303a7d99d0074dcd9faf1f55b6a980bc\1.wav,train\source\303a7d99d0074dcd9faf1f55b6a980bc\2.wav,15.0
train\mix\304e5c41b3694896a947b94a989e09fe\mix.wav,train\source\304e5c41b3694896a947b94a989e09fe\1.wav,train\source\304e5c41b3694896a947b94a989e09fe\2.wav,15.0
train\mix\30987b169abd4546ae2622673249a46e\mix.wav,train\source\30987b169abd4546ae2622673249a46e\1.wav,train\source\30987b169abd4546ae2622673249a46e\2.wav,15.0
train\mix\30faa5db5f4d4322864a27df13c9317c\mix.wav,train\source\30faa5db5f4d4322864a27df13c9317c\1.wav,train\source\30faa5db5f4d4322864a27df13c9317c\2.wav,15.0
train\mix\3114c883f94341ecac531253549ba945\mix.wav,train\source\3114c883f94341ecac531253549ba945\1.wav,train\source\3114c883f94341ecac531253549ba945\2.wav,15.0
train\mix\314b53d6a3994ccb9f3caddeeef52d13\mix.wav,train\source\314b53d6a3994ccb9f3caddeeef52d13\1.wav,train\source\314b53d6a3994ccb9f3caddeeef52d13\2.wav,15.0
train\mix\3273fadca6624c2baad22387886d31ab\mix.wav,train\source\3273fadca6624c2baad22387886d31ab\1.wav,train\source\3273fadca6624c2baad22387886d31ab\2.wav,15.0
train\mix\32c6f96d345e46398979deb140b83abb\mix.wav,train\source\32c6f96d345e46398979deb140b83abb\1.wav,train\source\32c6f96d345e46398979deb140b83abb\2.wav,15.0
train\mix\330fead98acf4fb5b2f5c85a4958cd70\mix.wav,train\source\330fead98acf4fb5b2f5c85a4958cd70\1.wav,train\source\330fead98acf4fb5b2f5c85a4958cd70\2.wav,15.0
train\mix\331494a8d04743dba073078aac51b03f\mix.wav,train\source\331494a8d04743dba073078aac51b03f\1.wav,train\source\331494a8d04743dba073078aac51b03f\2.wav,15.0
train\mix\336fbb4785394298aca0257f86b2bc8f\mix.wav,train\source\336fbb4785394298aca0257f86b2bc8f\1.wav,train\source\336fbb4785394298aca0257f86b2bc8f\2.wav,15.0
train\mix\340c35198c22468195e2c2d09c8d6171\mix.wav,train\source\340c35198c22468195e2c2d09c8d6171\1.wav,train\source\340c35198c22468195e2c2d09c8d6171\2.wav,15.0
train\mix\343a8734ab954845aba274980ede0923\mix.wav,train\source\343a8734ab954845aba274980ede0923\1.wav,train\source\343a8734ab954845aba274980ede0923\2.wav,15.0
train\mix\34459b21daaf43289533c1ec84851d4d\mix.wav,train\source\34459b21daaf43289533c1ec84851d4d\1.wav,train\source\34459b21daaf43289533c1ec84851d4d\2.wav,15.0
train\mix\346eb7f566d747639e2a30be9903b8c8\mix.wav,train\source\346eb7f566d747639e2a30be9903b8c8\1.wav,train\source\346eb7f566d747639e2a30be9903b8c8\2.wav,15.0
train\mix\3511c88efd674eb8ad8ad8acd5d4676e\mix.wav,train\source\3511c88efd674eb8ad8ad8acd5d4676e\1.wav,train\source\3511c88efd674eb8ad8ad8acd5d4676e\2.wav,15.0
train\mix\353b3e282fd642bb8662cef022e0fec0\mix.wav,train\source\353b3e282fd642bb8662cef022e0fec0\1.wav,train\source\353b3e282fd642bb8662cef022e0fec0\2.wav,15.0
train\mix\3573c9a5b68e4013b92c601872538cab\mix.wav,train\source\3573c9a5b68e4013b92c601872538cab\1.wav,train\source\3573c9a5b68e4013b92c601872538cab\2.wav,15.0
train\mix\35aa92307dd24c728ffe1e6911a163d2\mix.wav,train\source\35aa92307dd24c728ffe1e6911a163d2\1.wav,train\source\35aa92307dd24c728ffe1e6911a163d2\2.wav,15.0
train\mix\35b4f36726354da3b902fc885fa858a7\mix.wav,train\source\35b4f36726354da3b902fc885fa858a7\1.wav,train\source\35b4f36726354da3b902fc885fa858a7\2.wav,15.0
train\mix\35e418a9458b4a9eb9432bd960813523\mix.wav,train\source\35e418a9458b4a9eb9432bd960813523\1.wav,train\source\35e418a9458b4a9eb9432bd960813523\2.wav,15.0
train\mix\35ef008f0034499da46b116b75d0d8f5\mix.wav,train\source\35ef008f0034499da46b116b75d0d8f5\1.wav,train\source\35ef008f0034499da46b116b75d0d8f5\2.wav,15.0
train\mix\3674e4d813c94959891c06919e790610\mix.wav,train\source\3674e4d813c94959891c06919e790610\1.wav,train\source\3674e4d813c94959891c06919e790610\2.wav,15.0
train\mix\36ce9b3db8844b8ca34f2aceb1e8d3e6\mix.wav,train\source\36ce9b3db8844b8ca34f2aceb1e8d3e6\1.wav,train\source\36ce9b3db8844b8ca34f2aceb1e8d3e6\2.wav,15.0
train\mix\36f8011981284602820b33ba632b850f\mix.wav,train\source\36f8011981284602820b33ba632b850f\1.wav,train\source\36f8011981284602820b33ba632b850f\2.wav,15.0
train\mix\374dccad1c644655b3fa7cf6072dc386\mix.wav,train\source\374dccad1c644655b3fa7cf6072dc386\1.wav,train\source\374dccad1c644655b3fa7cf6072dc386\2.wav,15.0
train\mix\376be3a6ecd94e489d530193ff562380\mix.wav,train\source\376be3a6ecd94e489d530193ff562380\1.wav,train\source\376be3a6ecd94e489d530193ff562380\2.wav,15.0
train\mix\377e9249d0ba4af7823e4b77ef34662f\mix.wav,train\source\377e9249d0ba4af7823e4b77ef34662f\1.wav,train\source\377e9249d0ba4af7823e4b77ef34662f\2.wav,15.0
train\mix\377edcb9c9624e43844065a6bbbc9e16\mix.wav,train\source\377edcb9c9624e43844065a6bbbc9e16\1.wav,train\source\377edcb9c9624e43844065a6bbbc9e16\2.wav,15.0
train\mix\37868385196d4db683cd29a54f512845\mix.wav,train\source\37868385196d4db683cd29a54f512845\1.wav,train\source\37868385196d4db683cd29a54f512845\2.wav,15.0
train\mix\37eec191861f4d5aa129ffed11a4ca39\mix.wav,train\source\37eec191861f4d5aa129ffed11a4ca39\1.wav,train\source\37eec191861f4d5aa129ffed11a4ca39\2.wav,15.0
train\mix\38606ee8e45f4d86b1e2d0e39e8f16fc\mix.wav,train\source\38606ee8e45f4d86b1e2d0e39e8f16fc\1.wav,train\source\38606ee8e45f4d86b1e2d0e39e8f16fc\2.wav,15.0
train\mix\394ab3a2d824465dbe0159b8284c355a\mix.wav,train\source\394ab3a2d824465dbe0159b8284c355a\1.wav,train\source\394ab3a2d824465dbe0159b8284c355a\2.wav,15.0
train\mix\3960a5e85dc64c728ca5057a1d5ea628\mix.wav,train\source\3960a5e85dc64c728ca5057a1d5ea628\1.wav,train\source\3960a5e85dc64c728ca5057a1d5ea628\2.wav,15.0
train\mix\3a569589421d49e2a47d718282429b97\mix.wav,train\source\3a569589421d49e2a47d718282429b97\1.wav,train\source\3a569589421d49e2a47d718282429b97\2.wav,15.0
train\mix\3a57f3e1901d4a69a1895ce04d3e5d40\mix.wav,train\source\3a57f3e1901d4a69a1895ce04d3e5d40\1.wav,train\source\3a57f3e1901d4a69a1895ce04d3e5d40\2.wav,15.0
train\mix\3acf1ff0802d49c6b48dbbc6091d2558\mix.wav,train\source\3acf1ff0802d49c6b48dbbc6091d2558\1.wav,train\source\3acf1ff0802d49c6b48dbbc6091d2558\2.wav,15.0
train\mix\3b5e73533e4d41009f301d102a2288dd\mix.wav,train\source\3b5e73533e4d41009f301d102a2288dd\1.wav,train\source\3b5e73533e4d41009f301d102a2288dd\2.wav,15.0
train\mix\3b9738aaf8ad407595fbe87df5ea9938\mix.wav,train\source\3b9738aaf8ad407595fbe87df5ea9938\1.wav,train\source\3b9738aaf8ad407595fbe87df5ea9938\2.wav,15.0
train\mix\3c6f12dba9c04030bc815ed417059817\mix.wav,train\source\3c6f12dba9c04030bc815ed417059817\1.wav,train\source\3c6f12dba9c04030bc815ed417059817\2.wav,15.0
train\mix\3ca44a7c1cdf40fe8d1742dd67d22598\mix.wav,train\source\3ca44a7c1cdf40fe8d1742dd67d22598\1.wav,train\source\3ca44a7c1cdf40fe8d1742dd67d22598\2.wav,15.0
train\mix\3caad50b7b8a4116996b9551ce968f54\mix.wav,train\source\3caad50b7b8a4116996b9551ce968f54\1.wav,train\source\3caad50b7b8a4116996b9551ce968f54\2.wav,15.0
train\mix\3cddcbff5c054a9da00b2e3b98cca522\mix.wav,train\source\3cddcbff5c054a9da00b2e3b98cca522\1.wav,train\source\3cddcbff5c054a9da00b2e3b98cca522\2.wav,15.0
train\mix\3ce5d415222b4d80b5f36052c8280b54\mix.wav,train\source\3ce5d415222b4d80b5f36052c8280b54\1.wav,train\source\3ce5d415222b4d80b5f36052c8280b54\2.wav,15.0
train\mix\3cf349a31c2949759c1219cfa689de93\mix.wav,train\source\3cf349a31c2949759c1219cfa689de93\1.wav,train\source\3cf349a31c2949759c1219cfa689de93\2.wav,15.0
train\mix\3da78b5b547c44ccaf8aa14375ebdccc\mix.wav,train\source\3da78b5b547c44ccaf8aa14375ebdccc\1.wav,train\source\3da78b5b547c44ccaf8aa14375ebdccc\2.wav,15.0
train\mix\3e21ce407f174d60baa3ea53b43de717\mix.wav,train\source\3e21ce407f174d60baa3ea53b43de717\1.wav,train\source\3e21ce407f174d60baa3ea53b43de717\2.wav,15.0
train\mix\3e54e562bcd949d58b76947a153e89c4\mix.wav,train\source\3e54e562bcd949d58b76947a153e89c4\1.wav,train\source\3e54e562bcd949d58b76947a153e89c4\2.wav,15.0
train\mix\3e71dae48ad4446ba6e7e69d6f06329d\mix.wav,train\source\3e71dae48ad4446ba6e7e69d6f06329d\1.wav,train\source\3e71dae48ad4446ba6e7e69d6f06329d\2.wav,15.0
train\mix\3ea34176c82e404bbd4d28ac672ff8c0\mix.wav,train\source\3ea34176c82e404bbd4d28ac672ff8c0\1.wav,train\source\3ea34176c82e404bbd4d28ac672ff8c0\2.wav,15.0
train\mix\3ed454108e264e50bd182b67b7b5d075\mix.wav,train\source\3ed454108e264e50bd182b67b7b5d075\1.wav,train\source\3ed454108e264e50bd182b67b7b5d075\2.wav,15.0
train\mix\3ee8e2ce7a024e3e8ca6719b89f0353f\mix.wav,train\source\3ee8e2ce7a024e3e8ca6719b89f0353f\1.wav,train\source\3ee8e2ce7a024e3e8ca6719b89f0353f\2.wav,15.0
train\mix\3f0810aa4bd14060bc118b61f2e569dd\mix.wav,train\source\3f0810aa4bd14060bc118b61f2e569dd\1.wav,train\source\3f0810aa4bd14060bc118b61f2e569dd\2.wav,15.0
train\mix\3f73027528314dc8a2aa2fd48d218aee\mix.wav,train\source\3f73027528314dc8a2aa2fd48d218aee\1.wav,train\source\3f73027528314dc8a2aa2fd48d218aee\2.wav,15.0
train\mix\3f9e555ff0e143559577ae1b5e064c97\mix.wav,train\source\3f9e555ff0e143559577ae1b5e064c97\1.wav,train\source\3f9e555ff0e143559577ae1b5e064c97\2.wav,15.0
train\mix\3ff419d2910f4b1886104214d869502d\mix.wav,train\source\3ff419d2910f4b1886104214d869502d\1.wav,train\source\3ff419d2910f4b1886104214d869502d\2.wav,15.0
train\mix\409e4c11dfe74c7387971029aa80eb14\mix.wav,train\source\409e4c11dfe74c7387971029aa80eb14\1.wav,train\source\409e4c11dfe74c7387971029aa80eb14\2.wav,15.0
train\mix\4113c1ceba554e9eab0684d9b6879c42\mix.wav,train\source\4113c1ceba554e9eab0684d9b6879c42\1.wav,train\source\4113c1ceba554e9eab0684d9b6879c42\2.wav,15.0
train\mix\4170fa656be74683a13adac763a3bbe9\mix.wav,train\source\4170fa656be74683a13adac763a3bbe9\1.wav,train\source\4170fa656be74683a13adac763a3bbe9\2.wav,15.0
train\mix\418911ee0cef4cbda5fda0f9744815c5\mix.wav,train\source\418911ee0cef4cbda5fda0f9744815c5\1.wav,train\source\418911ee0cef4cbda5fda0f9744815c5\2.wav,15.0
train\mix\41c72646d3794bda9384169dc259f3a3\mix.wav,train\source\41c72646d3794bda9384169dc259f3a3\1.wav,train\source\41c72646d3794bda9384169dc259f3a3\2.wav,15.0
train\mix\42931ef71a744acca3b7790e109fd517\mix.wav,train\source\42931ef71a744acca3b7790e109fd517\1.wav,train\source\42931ef71a744acca3b7790e109fd517\2.wav,15.0
train\mix\429741ffa2b7407ead8b460a59264388\mix.wav,train\source\429741ffa2b7407ead8b460a59264388\1.wav,train\source\429741ffa2b7407ead8b460a59264388\2.wav,15.0
train\mix\43307f943bbd45678d171ab775a7e53a\mix.wav,train\source\43307f943bbd45678d171ab775a7e53a\1.wav,train\source\43307f943bbd45678d171ab775a7e53a\2.wav,15.0
train\mix\43e0914870a74b94b0aa46e0713baf4a\mix.wav,train\source\43e0914870a74b94b0aa46e0713baf4a\1.wav,train\source\43e0914870a74b94b0aa46e0713baf4a\2.wav,15.0
train\mix\44019e744cdd442da3f711e487407693\mix.wav,train\source\44019e744cdd442da3f711e487407693\1.wav,train\source\44019e744cdd442da3f711e487407693\2.wav,15.0
train\mix\4437d30c18154ba2bac3833b041004e4\mix.wav,train\source\4437d30c18154ba2bac3833b041004e4\1.wav,train\source\4437d30c18154ba2bac3833b041004e4\2.wav,15.0
train\mix\445157e9c7364850a679defb6f17c6a5\mix.wav,train\source\445157e9c7364850a679defb6f17c6a5\1.wav,train\source\445157e9c7364850a679defb6f17c6a5\2.wav,15.0
train\mix\44d15dba879244a49138ce6ca4c95952\mix.wav,train\source\44d15dba879244a49138ce6ca4c95952\1.wav,train\source\44d15dba879244a49138ce6ca4c95952\2.wav,15.0
train\mix\44db6669754c4f6e8df05e898aaa9321\mix.wav,train\source\44db6669754c4f6e8df05e898aaa9321\1.wav,train\source\44db6669754c4f6e8df05e898aaa9321\2.wav,15.0
train\mix\452c457273b64debb87c387da7485821\mix.wav,train\source\452c457273b64debb87c387da7485821\1.wav,train\source\452c457273b64debb87c387da7485821\2.wav,15.0
train\mix\452c87335aa3453b976d9be1c9ca0f27\mix.wav,train\source\452c87335aa3453b976d9be1c9ca0f27\1.wav,train\source\452c87335aa3453b976d9be1c9ca0f27\2.wav,15.0
train\mix\4536a550e5eb4644b57f9fda6abec345\mix.wav,train\source\4536a550e5eb4644b57f9fda6abec345\1.wav,train\source\4536a550e5eb4644b57f9fda6abec345\2.wav,15.0
train\mix\453f3008a85b46bfb3110c71a7dcaefd\mix.wav,train\source\453f3008a85b46bfb3110c71a7dcaefd\1.wav,train\source\453f3008a85b46bfb3110c71a7dcaefd\2.wav,15.0
train\mix\457470978104432ba23faa8c3231acfd\mix.wav,train\source\457470978104432ba23faa8c3231acfd\1.wav,train\source\457470978104432ba23faa8c3231acfd\2.wav,15.0
train\mix\45f1bff831cb40bebeec39734f6d2fea\mix.wav,train\source\45f1bff831cb40bebeec39734f6d2fea\1.wav,train\source\45f1bff831cb40bebeec39734f6d2fea\2.wav,15.0
train\mix\4619f8b0cf4b4547b55ca7242d97ad88\mix.wav,train\source\4619f8b0cf4b4547b55ca7242d97ad88\1.wav,train\source\4619f8b0cf4b4547b55ca7242d97ad88\2.wav,15.0
train\mix\465ff69544d943a888199bccf107408a\mix.wav,train\source\465ff69544d943a888199bccf107408a\1.wav,train\source\465ff69544d943a888199bccf107408a\2.wav,15.0
